##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	SRR077485_1.filt.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	22311940
Sequences flagged as poor quality	0
Sequence length	100
%GC	44
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
29	88-89	-0.40096252745406247
29	90-91	-0.35465338505246535
29	92-93	-0.360618209960613
29	94-95	-0.45145526700970606
29	96-97	-0.43741313349855204
29	98-99	-0.43708971538463715
29	100	-0.48415946330424475
30	1	0.021200832833017103
30	2	0.2231338643922811
30	3	0.050923663772252326
30	4	0.03907085583819736
30	5	0.047446386347559155
30	6	0.03407000507222335
30	7	0.02270302854437034
30	8	0.026907931405389718
30	9	0.017886588701166772
30	10-11	0.013214105042692381
30	12-13	0.005355807832991388
30	14-15	0.011661608114351907
30	16-17	0.016676042139003755
30	18-19	0.008730218462758899
30	20-21	0.007239922208547966
30	22-23	0.0047074912042006645
30	24-25	0.014353640794283251
30	26-27	0.006321331665574803
30	28-29	0.007928426881271378
30	30-31	0.08629757822067319
30	32-33	-0.027306397306411156
30	34-35	-0.010624726878994295
30	36-37	0.2808753588095456
30	38-39	0.06880708948470726
30	40-41	0.06233723099917654
30	42-43	0.057481041018704104
30	44-45	0.0556884542269529
30	46-47	-0.019779140304592602
30	48-49	-0.016593708105162364
30	50-51	-0.008701766267620314
30	52-53	-0.024966026836963806
30	54-55	-0.05180313028444061
30	56-57	-0.09323825760476723
30	58-59	-0.07434792492085052
30	60-61	-0.10473385632630539
30	62-63	-0.10088448016036011
30	64-65	-0.11426046013178137
30	66-67	0.1636095416483343
30	68-69	-0.11775336813246895
30	70-71	-0.1815177474287566
30	72-73	-0.27261438286681283
30	74-75	-0.2989010295878174
30	76-77	-0.44102856639211296
30	78-79	-0.38928561958121577
30	80-81	-0.423234840755768
30	82-83	-0.5376569454138291
30	84-85	-0.5430084465165592
30	86-87	-0.5672818017616663
30	88-89	-0.5125569366679557
30	90-91	-0.6202565507272908
30	92-93	-0.7139864435398025
30	94-95	-0.7464849915574945
30	96-97	-0.6459496587608271
30	98-99	-0.6989527070334987
30	100	-0.7091802339589464
31	1	0.038342119271050024
31	2	0.16266874872111003
31	3	0.04650045385513124
31	4	0.06675365989947579
31	5	0.0556987498182977
31	6	0.032574695824749256
31	7	0.04385663804467299
31	8	0.04393388082573324
31	9	0.03138188818982002
31	10-11	0.02272541398670569
31	12-13	0.01656787961733386
31	14-15	0.035006205620227604
31	16-17	0.026064042912615548
31	18-19	0.018956799313414763
31	20-21	0.03040104959935519
31	22-23	0.02814961153023887
31	24-25	0.031064890151426994
31	26-27	0.047331538545819285
31	28-29	0.025847538952085358
31	30-31	0.11323871364681537
31	32-33	0.022287890044800918
31	34-35	0.030060136728316422
31	36-37	0.28273050119634746
31	38-39	0.06633603940724697
31	40-41	0.0709405052623282
31	42-43	0.028241280159669202
31	44-45	0.04453615664855448
31	46-47	-0.04993114433428758
31	48-49	-0.06893702514388167
31	50-51	-0.026929209030924994
31	52-53	-0.032913724980375036
31	54-55	-0.0534530848318866
31	56-57	-0.029215283490870547
31	58-59	-0.007712437093417179
31	60-61	-0.0450567433398561
31	62-63	-0.01504420840984011
31	64-65	-0.010222504200797289
31	66-67	0.3291777285789408
31	68-69	0.023229399336152312
31	70-71	-0.02986202472345667
31	72-73	-0.031899609647339844
31	74-75	-0.034353050001293184
31	76-77	-0.17680044510058934
31	78-79	-0.2027805255223356
31	80-81	-0.19762385967024443
31	82-83	-0.2528927952527056
31	84-85	-0.2504798998713227
31	86-87	-0.33060968671264845
31	88-89	-0.3178057003841488
31	90-91	-0.30190678584071406
31	92-93	-0.2877181044791186
31	94-95	-0.32290384003859174
31	96-97	-0.3239552211703014
31	98-99	-0.39121368202121687
31	100	-0.45863044515746054
32	1	0.028783493831411988
32	2	0.15873498573642308
32	3	0.023424205167899004
32	4	0.029895453191024046
32	5	0.025141291814847477
32	6	-0.003815974730841276
32	7	0.004527820035249874
32	8	0.00980298869291829
32	9	-0.0027025026759375237
32	10-11	-0.00919067469058632
32	12-13	-0.01577625474946842
32	14-15	-0.010871374635364361
32	16-17	-0.0071138174535789744
32	18-19	-0.02211857372545012
32	20-21	-0.0302115204440625
32	22-23	-0.031149363858602896
32	24-25	-0.03257911478922182
32	26-27	-5.329075540885242E-4
32	28-29	-0.02229310635851789
32	30-31	0.04706540609045362
32	32-33	-0.040618413504155626
32	34-35	-0.061034614212722715
32	36-37	0.2198995154545571
32	38-39	0.03809970690295472
32	40-41	0.016946327261663896
32	42-43	-0.024636267087139174
32	44-45	0.005850378917614307
32	46-47	-0.04901582234791846
32	48-49	-0.05493711151210334
32	50-51	-0.057282590576612336
32	52-53	-0.07250023327166133
32	54-55	-0.04256244738681403
32	56-57	-0.09427206204671279
32	58-59	-0.1308183041369162
32	60-61	-0.11798472115990677
32	62-63	-0.11952004999425014
32	64-65	-0.07757299591150257
32	66-67	0.18524684399215374
32	68-69	-0.10278714176488535
32	70-71	-0.1537640809667451
32	72-73	-0.18590603671261619
32	74-75	-0.1958705001054355
32	76-77	-0.28586687752297735
32	78-79	-0.3151824622868844
32	80-81	-0.33610774660472487
32	82-83	-0.3916626191905692
32	84-85	-0.4418180732437591
32	86-87	-0.46833905243170193
32	88-89	-0.43201211016764063
32	90-91	-0.5299385392258387
32	92-93	-0.5478183933649348
32	94-95	-0.5850224365444632
32	96-97	-0.5434061069390594
32	98-99	-0.5814110582264007
32	100	-0.6325206003324979
33	1	0.029930582465802047
33	2	0.17957931965613483
33	3	0.024279830989840434
33	4	0.020013616045318372
33	5	0.03238615403431311
33	6	0.014090277060212486
33	7	0.013565968532951445
33	8	0.012759213209541542
33	9	0.01882566287872578
33	10-11	0.022175064051729976
33	12-13	0.02232150775969899
33	14-15	0.0014953611916652676
33	16-17	0.0010022541700962506
33	18-19	-0.0055694560348626965
33	20-21	-0.01093013325897374
33	22-23	-0.01478533262304893
33	24-25	0.002531185491577048
33	26-27	-0.006687746474341338
33	28-29	0.02937034456106602
33	30-31	0.09205971725252482
33	32-33	0.0015650959035227174
33	34-35	0.009000128283858544
33	36-37	0.2676375982440078
33	38-39	0.05273456015746092
33	40-41	0.045851738324117264
33	42-43	0.04585918977026182
33	44-45	0.047534994702310485
33	46-47	-0.001112237299764729
33	48-49	-0.030980771633167592
33	50-51	-0.018271109566747157
33	52-53	-0.03333704345020294
33	54-55	-0.04109400450393963
33	56-57	-0.07878641692312272
33	58-59	-0.0862659946911748
33	60-61	-0.09811102557247153
33	62-63	-0.049596653023399995
33	64-65	-0.04598183535323841
33	66-67	0.25399798755490366
33	68-69	0.004271727468044162
33	70-71	-0.07828787723356356
33	72-73	-0.1191991407997719
33	74-75	-0.1336254676026627
33	76-77	-0.23866277089057775
33	78-79	-0.237164950038256
33	80-81	-0.27404660419406923
33	82-83	-0.30634391719341636
33	84-85	-0.35996897507769887
33	86-87	-0.4449795021719751
33	88-89	-0.5056968206972243
33	90-91	-0.5432313025700211
33	92-93	-0.5776298259347428
33	94-95	-0.5943722978401524
33	96-97	-0.6136586874277228
33	98-99	-0.6642441501913083
33	100	-0.6560661864949751
34	1	0.060716833548035254
34	2	0.22929336773978548
34	3	0.06263934805702576
34	4	0.07702832462500453
34	5	0.06684461376013928
34	6	0.03799912198091704
34	7	0.0506133850405206
34	8	0.05430150388060895
34	9	0.05839947155551073
34	10-11	0.055551547748898145
34	12-13	0.0435690356074403
34	14-15	0.03511387621065154
34	16-17	0.029238099921457206
34	18-19	0.031521918322155784
34	20-21	0.003945197673381529
34	22-23	0.016231526417080033
34	24-25	0.007605669342837018
34	26-27	0.03698131081691258
34	28-29	0.04626357052193697
34	30-31	0.12650672109030126
34	32-33	0.04532025789060867
34	34-35	0.04985227894448485
34	36-37	0.33325454632103657
34	38-39	0.06876292644422222
34	40-41	0.0903316016522524
34	42-43	0.07686627826398507
34	44-45	0.05963341925735932
34	46-47	-0.012188400141589284
34	48-49	-0.005139411978539954
34	50-51	-0.031053139737444724
34	52-53	-0.026971256746534777
34	54-55	-0.030891898275129392
34	56-57	-0.042951713126136326
34	58-59	-0.05670688373100319
34	60-61	-0.05760295514844671
34	62-63	-0.025913614315285827
34	64-65	-0.02033869848632719
34	66-67	0.2422352372254153
34	68-69	-0.048420739153563375
34	70-71	-0.06393386238697474
34	72-73	-0.10378907314004238
34	74-75	-0.1276143551340141
34	76-77	-0.2859429254504846
34	78-79	-0.23524484030583892
34	80-81	-0.28451509936652997
34	82-83	-0.3035865519089356
34	84-85	-0.32586143009233837
34	86-87	-0.3767065665453302
34	88-89	-0.41082531620001106
34	90-91	-0.3813989659625179
34	92-93	-0.46967820015987627
34	94-95	-0.49779312683794075
34	96-97	-0.5436286131270407
34	98-99	-0.5842866626089815
34	100	-0.6019683873968162
35	1	0.026645216737868793
35	2	0.20011546534268376
35	3	0.02658183276086845
35	4	0.03750369709761259
35	5	0.04366395772684939
35	6	0.017550470418171926
35	7	0.01870404454137997
35	8	0.025587314949248707
35	9	0.012011721051649715
35	10-11	0.004065082640877904
35	12-13	0.01590353132365152
35	14-15	-2.145804961912745E-4
35	16-17	-0.004031380454215139
35	18-19	-0.020596396080627244
35	20-21	-0.014341368838913127
35	22-23	-0.0014695514720131087
35	24-25	-0.025127024169840695
35	26-27	-0.036152778309570976
35	28-29	-0.0054118570598191695
35	30-31	0.08016801038856869
35	32-33	-0.014773113560529794
35	34-35	-0.031236517995743895
35	36-37	0.2271890395060865
35	38-39	0.04534764707173622
35	40-41	0.009724326167344088
35	42-43	-0.020955014511493175
35	44-45	-0.025737762539385756
35	46-47	-0.10534169710709307
35	48-49	-0.08421259684364202
35	50-51	-0.04632336551929228
35	52-53	-0.05372121301087418
35	54-55	-0.11042312550780764
35	56-57	-0.08323608692649032
35	58-59	-0.10174570163443519
35	60-61	-0.09137594749658717
35	62-63	-0.0637418614435461
35	64-65	-0.09281024618648104
35	66-67	0.2088114421912195
35	68-69	-0.14567139639381566
35	70-71	-0.1437385255099457
35	72-73	-0.19530032253350527
35	74-75	-0.21212317862293162
35	76-77	-0.3472209529850758
35	78-79	-0.3945616238792127
35	80-81	-0.3890243782631728
35	82-83	-0.44810756341068725
35	84-85	-0.4060460834803479
35	86-87	-0.481990690921144
35	88-89	-0.46225742179342433
35	90-91	-0.4758901720997173
35	92-93	-0.5423482555703742
35	94-95	-0.5264654697366709
35	96-97	-0.5814359031382637
35	98-99	-0.6033924767045207
35	100	-0.6318213802855936
36	1	0.016438594963069875
36	2	0.15790534939630163
36	3	0.05342693336268667
36	4	0.014312276418550596
36	5	0.03149449749427191
36	6	0.022602409920580158
36	7	0.008338024629637175
36	8	0.009511127459120416
36	9	0.005422035568528827
36	10-11	0.0013359893551694313
36	12-13	-0.022888153593832783
36	14-15	-0.005165644791581769
36	16-17	-0.003388121178332426
36	18-19	-0.010160969546689103
36	20-21	-0.03160033280082786
36	22-23	-0.024092680486305085
36	24-25	-0.03539445790507756
36	26-27	-0.02636945144524816
36	28-29	-0.036908130662595795
36	30-31	0.04530022418074964
36	32-33	-0.04454250352031863
36	34-35	-0.023228305258058413
36	36-37	0.23355683497874224
36	38-39	0.06217887656561061
36	40-41	0.04889100551527292
36	42-43	0.02323330037462057
36	44-45	0.016249227290252577
36	46-47	-0.05819981799449181
36	48-49	-0.05393053851177143
36	50-51	-0.04384003845570561
36	52-53	-0.09175321680289983
36	54-55	-0.05207591032878156
36	56-57	-0.07115596143412262
36	58-59	-0.10064344184839769
36	60-61	-0.07902076899931387
36	62-63	-0.08557924536158623
36	64-65	-0.09351279835245663
36	66-67	0.20618735389889054
36	68-69	-0.07527958558650738
36	70-71	-0.14229740580711336
36	72-73	-0.15572741100942977
36	74-75	-0.17678361235331863
36	76-77	-0.2727477262976876
36	78-79	-0.24182497232494882
36	80-81	-0.31298159149619664
36	82-83	-0.3751063188720991
36	84-85	-0.3808417962932822
36	86-87	-0.4602783518108353
36	88-89	-0.5391043999364129
36	90-91	-0.5660688929008799
36	92-93	-0.5874163966431496
36	94-95	-0.6929688810191266
36	96-97	-0.6208808568138124
36	98-99	-0.6661105532154679
36	100	-0.68617408679075
37	1	0.023707549139231787
37	2	0.1716736021983465
37	3	0.025147374470847694
37	4	0.033842839910356304
37	5	0.027741538801429044
37	6	0.021534645617308
37	7	0.01808077750058601
37	8	0.021461569922045953
37	9	0.02291349284577393
37	10-11	0.012585443861183876
37	12-13	0.02086997543854352
37	14-15	0.005437362210564345
37	16-17	0.011280064009049795
37	18-19	0.019357895152126048
37	20-21	0.02217586358411694
37	22-23	-0.009576255824185864
37	24-25	0.006291247226464236
37	26-27	0.0187554497109943
37	28-29	0.01246953324640998
37	30-31	0.10202192708482016
37	32-33	-0.012523509224564577
37	34-35	0.013139207709450318
37	36-37	0.2693505102161211
37	38-39	0.06415523143932944
37	40-41	0.03340739135198589
37	42-43	0.0506239751248998
37	44-45	0.019377587462258816
37	46-47	-0.029681238325451886
37	48-49	-0.07237280228039822
37	50-51	-0.033160774715675245
37	52-53	-0.019047283085498634
37	54-55	-0.03381046169923252
37	56-57	-0.08234513069851346
37	58-59	-0.08194200804937424
37	60-61	-0.03428295745165855
37	62-63	-0.0494234277780663
37	64-65	-0.0042036444092516945
37	66-67	0.2775474117321721
37	68-69	-0.013330654392113672
37	70-71	-0.07221467852586727
37	72-73	-0.11177073266126314
37	74-75	-0.15576576738504144
37	76-77	-0.23437777356782874
37	78-79	-0.25200696519887344
37	80-81	-0.2777298139784108
37	82-83	-0.2927008725155318
37	84-85	-0.28254922737126975
37	86-87	-0.349235444594882
37	88-89	-0.37797323738109867
37	90-91	-0.4143208636272604
37	92-93	-0.458726041683029
37	94-95	-0.5457080653878563
37	96-97	-0.5576227281154189
37	98-99	-0.5940216795680797
37	100	-0.6427591645180186
38	1	0.005731800881953575
38	2	0.19578229086399546
38	3	0.02898453272747048
38	4	0.03342618977742262
38	5	0.05888414623168359
38	6	0.023563617964917682
38	7	0.032649444218968426
38	8	0.036021213093647475
38	9	0.01895492632718998
38	10-11	0.011022637949835712
38	12-13	0.015942140278276895
38	14-15	0.020625790788344034
38	16-17	0.026541678943303282
38	18-19	-7.620253715430181E-4
38	20-21	7.809909725295938E-4
38	22-23	-0.015034308515978978
38	24-25	-0.00986667640091099
38	26-27	-0.010846505523872452
38	28-29	-0.02970023860472537
38	30-31	0.05324579439882626
38	32-33	-0.050389651030037896
38	34-35	-0.030481679456833888
38	36-37	0.24598447077086405
38	38-39	0.05455161419166643
38	40-41	0.010364315340765984
38	42-43	-0.009460167586922807
38	44-45	-0.022567785850419853
38	46-47	-0.09193227154986516
38	48-49	-0.12458155889225964
38	50-51	-0.0936491464054896
38	52-53	-0.10595103041045206
38	54-55	-0.10448254940536117
38	56-57	-0.10794468863110751
38	58-59	-0.1408049914049414
38	60-61	-0.11614848384468957
38	62-63	-0.1103545505599115
38	64-65	-0.15985812234657004
38	66-67	0.1737671950645705
38	68-69	-0.13593725170408533
38	70-71	-0.2006805888828751
38	72-73	-0.3260294126936216
38	74-75	-0.3564955158232195
38	76-77	-0.46837989649945655
38	78-79	-0.49086124644730234
38	80-81	-0.5131291835277096
38	82-83	-0.555227695894601
38	84-85	-0.6243648883161299
38	86-87	-0.5935614896193044
38	88-89	-0.6853536138688554
38	90-91	-0.7491256472808061
38	92-93	-0.7434757471442097
38	94-95	-0.7710699754507715
38	96-97	-0.8285889584225572
38	98-99	-0.8580616108330261
38	100	-0.8790007729770011
39	1	0.018465291332177003
39	2	0.16308781596536903
39	3	-3.402230998688083E-4
39	4	0.04092786292023476
39	5	0.03005102187059805
39	6	0.03134861025710478
39	7	0.03760511759569596
39	8	0.015296325826625434
39	9	6.203197824987683E-4
39	10-11	-0.006091588981988139
39	12-13	-0.016665696554369447
39	14-15	-0.01965630989371192
39	16-17	-0.03669828085747184
39	18-19	-0.023179862293289943
39	20-21	-0.02076841801233087
39	22-23	-0.041935310265898806
39	24-25	-0.01467001136575874
39	26-27	-0.00225507354490162
39	28-29	-0.030155794499243882
39	30-31	0.06098166254013648
39	32-33	-0.04352735826508791
39	34-35	-0.023477584632722426
39	36-37	0.24065723235385406
39	38-39	0.052953286233602626
39	40-41	0.03801476298352213
39	42-43	0.0017237051011775861
39	44-45	0.009319865403234928
39	46-47	-0.070211809191008
39	48-49	-0.0878386663258297
39	50-51	-0.06309582185699725
39	52-53	-0.07256383944168476
39	54-55	-0.07294931405935756
39	56-57	-0.09720124898425553
39	58-59	-0.1268124705505329
39	60-61	-0.12833330103993745
39	62-63	-0.09417820000272314
39	64-65	-0.1322085221115472
39	66-67	0.21782418519891422
39	68-69	-0.1295584507917127
39	70-71	-0.18440859074075178
39	72-73	-0.4281312058293665
39	74-75	-0.40287527003177814
39	76-77	-0.5121298340687517
39	78-79	-0.5467321276670418
39	80-81	-0.5499601315057845
39	82-83	-0.6203657320138518
39	84-85	-0.6711459268288422
39	86-87	-0.7148789953561021
39	88-89	-0.7439943889748477
39	90-91	-0.7781319037895287
39	92-93	-0.8262788372157317
39	94-95	-0.8859176206906767
39	96-97	-0.9232590487964103
39	98-99	-1.0024016081507199
39	100	-1.0416265646545426
40	1	0.036724100494140544
40	2	0.20242337807563615
40	3	0.04325418092155786
40	4	0.052951768285268486
40	5	0.05836616437214559
40	6	0.051512137432325744
40	7	0.04153842812723241
40	8	0.02673653665399911
40	9	0.04624631167563109
40	10-11	0.03175531878275706
40	12-13	0.027416947049921703
40	14-15	0.01738349232631009
40	16-17	-1.5672088539986362E-4
40	18-19	-0.01238432716347404
40	20-21	-4.8422952939120023E-4
40	22-23	0.008676262843010818
40	24-25	-0.019245295725554
40	26-27	-0.01878963625035368
40	28-29	-0.028513433138819266
40	30-31	0.039780118327136904
40	32-33	-0.06182420236435604
40	34-35	-0.016094837197975664
40	36-37	0.24456028376455663
40	38-39	0.05509864912575324
40	40-41	0.02664084931198829
40	42-43	-0.02992955305244749
40	44-45	-0.017440331648181484
40	46-47	-0.06895701630783435
40	48-49	-0.08629366000296557
40	50-51	-0.08061207685339156
40	52-53	-0.0953250097227567
40	54-55	-0.14161239971948447
40	56-57	-0.11748329231004107
40	58-59	-0.15191049757597597
40	60-61	-0.18467612893362428
40	62-63	-0.14660499359524692
40	64-65	-0.15255952815515172
40	66-67	0.1893773590941592
40	68-69	-0.12350786410122083
40	70-71	-0.2177048426072048
40	72-73	-0.30850585773752925
40	74-75	-0.281678093588674
40	76-77	-0.38301456791901245
40	78-79	-0.3788603435828719
40	80-81	-0.47163759380944725
40	82-83	-0.4773361294139846
40	84-85	-0.5050434496037823
40	86-87	-0.5824124188711579
40	88-89	-0.6103063951053613
40	90-91	-0.682388484360132
40	92-93	-0.7151438335385905
40	94-95	-0.7215495045347708
40	96-97	-0.7215721056847997
40	98-99	-0.7773421400981348
40	100	-0.8453317115515802
41	1	0.05033325969021263
41	2	0.20293461452096295
41	3	0.04454883261567488
41	4	0.08045246222349078
41	5	0.04149292200219179
41	6	0.04928873648720611
41	7	0.016405964166388287
41	8	0.03299667346946222
41	9	0.05395951473434479
41	10-11	0.017885993592472005
41	12-13	0.017926557005289112
41	14-15	0.020869309022366167
41	16-17	0.017087072084805754
41	18-19	0.036497408971399636
41	20-21	0.024758171865308043
41	22-23	0.003072930708135857
41	24-25	-0.004096814726274545
41	26-27	-0.02751693152373491
41	28-29	-0.04210624773521232
41	30-31	0.06906273866804469
41	32-33	0.0023239587151735464
41	34-35	-0.017369591250847805
41	36-37	0.2716127438637841
41	38-39	0.10642419037931461
41	40-41	0.01397223923702029
41	42-43	0.012131417068076189
41	44-45	-0.007084523493539052
41	46-47	-0.09175038949104675
41	48-49	-0.08178235276450607
41	50-51	-0.08037589997382355
41	52-53	-0.0676291418565711
41	54-55	-0.08857727965563811
41	56-57	-0.08631035042032664
41	58-59	-0.15139083786683472
41	60-61	-0.07523750195932877
41	62-63	-0.07662135717691854
41	64-65	-0.08618440092097757
41	66-67	0.21246164364081466
41	68-69	-0.0909056138918416
41	70-71	-0.13342556772263947
41	72-73	-0.24573003767484636
41	74-75	-0.19972900862586584
41	76-77	-0.3410870832587847
41	78-79	-0.32793799649908806
41	80-81	-0.32680540092134436
41	82-83	-0.38949650000985514
41	84-85	-0.35360346938303877
41	86-87	-0.4259195572237289
41	88-89	-0.4786328339156398
41	90-91	-0.543122459643719
41	92-93	-0.5911776530431965
41	94-95	-0.5996857573034049
41	96-97	-0.6187448677565399
41	98-99	-0.714856261004833
41	100	-0.8002440093439702
42	1	0.004563785341218818
42	2	0.12661712303866324
42	3	-0.01119399149489908
42	4	0.025176826473249037
42	5	0.010668906299031278
42	6	-0.0436479851784739
42	7	-0.08546221189511982
42	8	-0.09954247594141208
42	9	-0.07734503879128596
42	10-11	-0.08567934584105785
42	12-13	-0.10093431429610433
42	14-15	-0.10419640157343935
42	16-17	-0.12427915074476203
42	18-19	-0.13018056471700845
42	20-21	-0.13086037245933113
42	22-23	-0.12805698682490174
42	24-25	-0.15402199327242272
42	26-27	-0.16371011545204084
42	28-29	-0.15129022079154453
42	30-31	-0.08506688435234366
42	32-33	-0.23421243960312665
42	34-35	-0.1795211241722825
42	36-37	0.09761964597485218
42	38-39	-0.1324488011278646
42	40-41	-0.18155954850757894
42	42-43	-0.19309563008962272
42	44-45	-0.21614045829033302
42	46-47	-0.20444662401548896
42	48-49	-0.20659679303904
42	50-51	-0.2467717740713553
42	52-53	-0.2344200043118292
42	54-55	-0.26243779731188965
42	56-57	-0.22289379785549102
42	58-59	-0.25919511777313886
42	60-61	-0.21976864702636334
42	62-63	-0.20333403763196856
42	64-65	-0.21912970707492008
42	66-67	0.056982682725852385
42	68-69	-0.2361341377718631
42	70-71	-0.3395095407447144
42	72-73	-0.3771250881498318
42	74-75	-0.40516817253485016
42	76-77	-0.46304826102166174
42	78-79	-0.5349869522660669
42	80-81	-0.5395876650410045
42	82-83	-0.6034789312956548
42	84-85	-0.6339930526336914
42	86-87	-0.6350530254470215
42	88-89	-0.7473553842141101
42	90-91	-0.7551664849294326
42	92-93	-0.8212903184423439
42	94-95	-0.8678693382062903
42	96-97	-0.8407950965726627
42	98-99	-0.9251976151797479
42	100	-1.003710356882685
43	1	0.026111581592218158
43	2	0.19416908541359845
43	3	0.056117084336008816
43	4	0.04307967259271095
43	5	0.03748721319008297
43	6	0.04618135905887044
43	7	0.02289897773123073
43	8	0.05074813213464324
43	9	0.03214674942253026
43	10-11	0.01379213746437813
43	12-13	0.004113291558006438
43	14-15	0.00792737852244585
43	16-17	0.014595785556799967
43	18-19	0.023610864965633027
43	20-21	7.588606021684541E-4
43	22-23	-0.004862873003524726
43	24-25	-0.0046650538764509974
43	26-27	-0.004386667218639673
43	28-29	-0.0012834427874608423
43	30-31	0.09162297202409064
43	32-33	0.0066564763277270345
43	34-35	-0.0015828354587341664
43	36-37	0.2816434881921026
43	38-39	0.08383500951698863
43	40-41	0.053860307123329676
43	42-43	0.024070816188050514
43	44-45	-0.0064623925464033505
43	46-47	-0.053130688553977734
43	48-49	-0.045286328610004034
43	50-51	-0.05685017799955716
43	52-53	-0.09536162472844723
43	54-55	-0.14561478935095806
43	56-57	-0.16411433433718514
43	58-59	-0.1823472631069052
43	60-61	-0.1973976385717222
43	62-63	-0.17240195996231478
43	64-65	-0.1686266507225085
43	66-67	0.1219417929840958
43	68-69	-0.21079190259843728
43	70-71	-0.23795855363117369
43	72-73	-0.28468954025138515
43	74-75	-0.2993040870447814
43	76-77	-0.3692711423280386
43	78-79	-0.37267924812223896
43	80-81	-0.45323078764728564
43	82-83	-0.49524588763731714
43	84-85	-0.5516457462557369
43	86-87	-0.5675195630505954
43	88-89	-0.6006677590099869
43	90-91	-0.7054213750914471
43	92-93	-0.7187972384965349
43	94-95	-0.7517163512063831
43	96-97	-0.7560661528177945
43	98-99	-0.7748342229200489
43	100	-0.8100411674198611
44	1	0.03954100311220543
44	2	0.1936275729198087
44	3	0.04610801300884759
44	4	0.054782611133845194
44	5	0.04657737603017864
44	6	0.021739921404375195
44	7	0.02738512316517472
44	8	0.04954943714819393
44	9	0.025235848397585414
44	10-11	0.025323268039940672
44	12-13	0.01947554381168004
44	14-15	-0.008592696324882354
44	16-17	0.02264242767562763
44	18-19	0.011048075912235333
44	20-21	-7.295421169501992E-4
44	22-23	0.01463315799358611
44	24-25	-0.019203148895272193
44	26-27	-4.018845529429882E-4
44	28-29	0.019218947156566912
44	30-31	0.08008500544855934
44	32-33	-0.005878085465830907
44	34-35	0.0041771762546503055
44	36-37	0.30712236875086774
44	38-39	0.09298772631198915
44	40-41	0.06597317094961852
44	42-43	0.025451983114699317
44	44-45	0.017209311821417828
44	46-47	-0.020556384384505577
44	48-49	-0.024106237364307503
44	50-51	-0.05164719914038329
44	52-53	-0.0515345496781805
44	54-55	-0.06217202288431167
44	56-57	-0.12139682839904253
44	58-59	-0.11876559041816392
44	60-61	-0.11244389066640537
44	62-63	-0.11755169986231806
44	64-65	-0.10422415618629799
44	66-67	0.21628086389403478
44	68-69	-0.07439081121027868
44	70-71	-0.1604833171066531
44	72-73	-0.17811437530490082
44	74-75	-0.2443109457439121
44	76-77	-0.3468741118357812
44	78-79	-0.3694558355682034
44	80-81	-0.3913241248805477
44	82-83	-0.4437759160217709
44	84-85	-0.47600285574356604
44	86-87	-0.49232888312354817
44	88-89	-0.4690942239252536
44	90-91	-0.5241304538645579
44	92-93	-0.566764038853556
44	94-95	-0.6156639884658404
44	96-97	-0.5703766107365169
44	98-99	-0.6422960845411865
44	100	-0.7016686903817586
45	1	0.02838282794621705
45	2	0.18972494328208
45	3	0.04169284603759138
45	4	0.055218840456731755
45	5	0.048071582961753734
45	6	0.02565109798619858
45	7	0.010336176268793906
45	8	0.019798753741802955
45	9	0.03586500682804683
45	10-11	0.019793367282254337
45	12-13	0.007999050840702182
45	14-15	0.010187760891945175
45	16-17	-0.010058334035846883
45	18-19	0.006791977067109656
45	20-21	0.013911373109934289
45	22-23	0.004430131760898348
45	24-25	-0.005711280921538275
45	26-27	-0.009159695161038428
45	28-29	-0.027936470642366373
45	30-31	0.07558826543738206
45	32-33	-0.03625291924034002
45	34-35	-0.020749301870900183
45	36-37	0.20281533738106816
45	38-39	0.06634523967636596
45	40-41	0.006709931495812782
45	42-43	-0.055671364650670796
45	44-45	-0.023553229212993188
45	46-47	-0.050173361185130716
45	48-49	-0.07488328306559566
45	50-51	-0.0886717928323506
45	52-53	-0.10308484243894611
45	54-55	-0.09153383430017925
45	56-57	-0.1149084409308756
45	58-59	-0.1441965337633846
45	60-61	-0.09992320412893463
45	62-63	-0.07072554889479932
45	64-65	-0.09987996236841212
45	66-67	0.19354479157235716
45	68-69	-0.10299158149663157
45	70-71	-0.1441437246729862
45	72-73	-0.2284688221039417
45	74-75	-0.22034437881952584
45	76-77	-0.32809084753437645
45	78-79	-0.36413983186229615
45	80-81	-0.3746966596388148
45	82-83	-0.4169680767423074
45	84-85	-0.4691096056787032
45	86-87	-0.426896370045462
45	88-89	-0.5145691337563889
45	90-91	-0.5153279533527098
45	92-93	-0.5561739701232753
45	94-95	-0.6441992321808314
45	96-97	-0.6325747897905245
45	98-99	-0.6641251194040549
45	100	-0.6951396071699989
46	1	0.002347246047470719
46	2	0.18610011360430434
46	3	0.0401695573075429
46	4	0.044168793147733254
46	5	0.04393619988735509
46	6	0.018148386863757082
46	7	0.025110547465260424
46	8	0.019399533924570278
46	9	0.021191372819714616
46	10-11	0.012301787031802291
46	12-13	0.004025112021743382
46	14-15	-0.01630836316566331
46	16-17	-6.988430663525946E-4
46	18-19	0.004026247479401945
46	20-21	-0.026709448384963252
46	22-23	0.0035488103236644974
46	24-25	-0.03589040915561981
